name,path,slug,ev_ebitda,pe,pb,roce,roe,promoter_holding,sales_growth_3y,mkt_cap,cmp
SUDARSCHEM,/company/SUDARSCHEM/consolidated/,SUDARSCHEM,14.57,,,,,,,9735.49,1222.80
ELECON,/company/ELECON/consolidated/,ELECON,16.93,,,,,,,9733.35,433.75
ELANTAS,/company/ELANTAS/,ELANTAS,36.89,,,,,,,9686.83,12219.00
SANOFICONR,/company/SANOFICONR/,SANOFICONR,24.72,,,,,,,9676.78,4201.70
KRBL,/company/KRBL/consolidated/,KRBL,8.67,,,,,,,9658.01,421.95
INTELLECT,/company/INTELLECT/consolidated/,INTELLECT,12.83,,,,,,,9637.58,686.65
MMTC,/company/MMTC/consolidated/,MMTC,31.13,,,,,,,9627.00,64.18
SANDUMA,/company/SANDUMA/consolidated/,SANDUMA,7.93,,,,,,,9616.61,197.83
JAINREC,/company/JAINREC/consolidated/,JAINREC,17.52,,,,,,,9591.66,277.95
YATHARTH,/company/YATHARTH/consolidated/,YATHARTH,28.16,,,,,,,9549.68,991.10
SAREGAMA,/company/SAREGAMA/consolidated/,SAREGAMA,23.19,,,,,,,9500.69,492.75
LOTUSDEV,/company/LOTUSDEV/consolidated/,LOTUSDEV,24.52,,,,,,,9444.59,193.25
FIRSTCRY,/company/FIRSTCRY/consolidated/,FIRSTCRY,20.36,,,,,,,9405.94,180.16
NCC,/company/NCC/consolidated/,NCC,5.62,,,,,,,9398.86,149.70
PGHL,/company/PGHL/,PGHL,19.08,,,,,,,9395.25,5660.00
JLHL,/company/JLHL/consolidated/,JLHL,25.81,,,,,,,9390.69,286.45
ESABINDIA,/company/ESABINDIA/,ESABINDIA,31.23,,,,,,,9339.71,6067.50
PRICOLLTD,/company/PRICOLLTD/consolidated/,PRICOLLTD,18.92,,,,,,,9323.33,764.95
TIMETECHNO,/company/TIMETECHNO/consolidated/,TIMETECHNO,10.16,,,,,,,9304.53,188.49
WEWORK,/company/WEWORK/,WEWORK,8.51,,,,,,,9243.28,666.95
MAHSEAMLES,/company/MAHSEAMLES/consolidated/,MAHSEAMLES,8.45,,,,,,,9219.97,688.10
PGINVIT,/company/PGINVIT/consolidated/,PGINVIT,7.25,,,,,,,9206.46,101.17
THYROCARE,/company/THYROCARE/consolidated/,THYROCARE,30.52,,,,,,,9170.31,576.15
RPOWER,/company/RPOWER/consolidated/,RPOWER,8.12,,,,,,,9131.78,22.08
SMLMAH,/company/SMLMAH/,SMLMAH,33.40,,,,,,,9113.93,6298.50
TARIL,/company/TARIL/consolidated/,TARIL,21.00,,,,,,,9033.49,300.95
TSFINV,/company/TSFINV/consolidated/,TSFINV,37.12,,,,,,,8988.54,404.70
WAAREERTL,/company/WAAREERTL/,WAAREERTL,12.30,,,,,,,8965.65,858.95
PNGJL,/company/PNGJL/consolidated/,PNGJL,13.19,,,,,,,8965.37,609.05
BANCOINDIA,/company/BANCOINDIA/consolidated/,BANCOINDIA,11.77,,,,,,,8918.38,623.50
ICIL,/company/ICIL/consolidated/,ICIL,20.16,,,,,,,8908.48,449.80
CLEAN,/company/CLEAN/consolidated/,CLEAN,22.55,,,,,,,8886.95,836.15
MAXESTATES,/company/MAXESTATES/consolidated/,MAXESTATES,92.89,,,,,,,8866.86,542.10
RELIGARE,/company/RELIGARE/consolidated/,RELIGARE,76.15,,,,,,,8862.42,257.08
SWANCORP,/company/SWANCORP/consolidated/,SWANCORP,19.70,,,,,,,8823.81,281.50
ZEEL,/company/ZEEL/consolidated/,ZEEL,18.38,,,,,,,8799.32,91.61
GNFC,/company/GNFC/consolidated/,GNFC,4.53,,,,,,,8767.95,596.70
RAILTEL,/company/RAILTEL/,RAILTEL,11.51,,,,,,,8699.04,271.05
BATAINDIA,/company/BATAINDIA/consolidated/,BATAINDIA,12.04,,,,,,,8646.69,672.75
JAYNECOIND,/company/JAYNECOIND/,JAYNECOIND,7.34,,,,,,,8645.77,89.04
PRECWIRE,/company/PRECWIRE/,PRECWIRE,26.34,,,,,,,8643.16,472.80
RELAXO,/company/RELAXO/,RELAXO,20.41,,,,,,,8582.16,344.75
VESUVIUS,/company/VESUVIUS/,VESUVIUS,19.09,,,,,,,8507.10,419.15
GRINFRA,/company/GRINFRA/consolidated/,GRINFRA,6.05,,,,,,,8409.46,869.10
EQUITASBNK,/company/EQUITASBNK/,EQUITASBNK,13.30,,,,,,,8344.98,72.95
LEMONTREE,/company/LEMONTREE/consolidated/,LEMONTREE,14.43,,,,,,,8314.63,104.95
TIPSMUSIC,/company/TIPSMUSIC/,TIPSMUSIC,28.46,,,,,,,8305.86,649.75
RPEL,/company/RPEL/consolidated/,RPEL,94.97,,,,,,,8299.01,1807.20
WESTLIFE,/company/WESTLIFE/consolidated/,WESTLIFE,26.79,,,,,,,8273.97,530.60
AUGMONT,/company/AUGMONT/consolidated/,AUGMONT,16.78,,,,,,,8237.32,901.50
EUREKAFORB,/company/EUREKAFORB/,EUREKAFORB,23.14,,,,,,,8198.24,423.75
INDUSINVIT,/company/INDUSINVIT/consolidated/,INDUSINVIT,19.72,,,,,,,8183.81,133.94
BALAMINES,/company/BALAMINES/consolidated/,BALAMINES,22.86,,,,,,,8181.90,2525.20
Karamtara Engg.,/company/id/1286154/consolidated/,id,17.25,,,,,,,8174.30,
SETL,/company/SETL/consolidated/,SETL,55.13,,,,,,,8158.21,408.95
ORKLAINDIA,/company/ORKLAINDIA/consolidated/,ORKLAINDIA,17.41,,,,,,,8139.22,594.15
MEDPLUS,/company/MEDPLUS/consolidated/,MEDPLUS,13.25,,,,,,,8125.47,676.35
BSOFT,/company/BSOFT/consolidated/,BSOFT,7.84,,,,,,,8092.17,289.35
KINGFA,/company/KINGFA/,KINGFA,22.68,,,,,,,8039.36,5932.50
EMBDL,/company/EMBDL/consolidated/,EMBDL,-29.95,,,,,,,8000.31,57.53
SONATSOFTW,/company/SONATSOFTW/consolidated/,SONATSOFTW,9.89,,,,,,,7999.12,285.25
ENTERO,/company/ENTERO/consolidated/,ENTERO,25.72,,,,,,,7954.28,1827.60
EPL,/company/EPL/consolidated/,EPL,8.33,,,,,,,7914.96,247.10
DYNAMATECH,/company/DYNAMATECH/consolidated/,DYNAMATECH,37.63,,,,,,,7914.75,11654.00
V2RETAIL,/company/V2RETAIL/,V2RETAIL,16.95,,,,,,,7894.40,216.50
Manipal Payment,/company/id/1286158/,id,,,,,,,,7858.17,
MIDHANI,/company/MIDHANI/,MIDHANI,28.70,,,,,,,7845.80,418.80
MRUTR,/company/512065/,512065,-87160.00,,,,,,,7842.19,108.55
ASMTEC,/company/526433/consolidated/,526433,61.25,,,,,,,7833.69,5370.45
GARFIBRES,/company/GARFIBRES/consolidated/,GARFIBRES,22.10,,,,,,,7817.24,800.55
GPPL,/company/GPPL/consolidated/,GPPL,8.34,,,,,,,7813.36,161.62
AARTIPHARM,/company/AARTIPHARM/consolidated/,AARTIPHARM,18.89,,,,,,,7787.58,858.80
AVL,/company/AVL/,AVL,30.02,,,,,,,7748.93,600.05
MAHLIFE,/company/MAHLIFE/consolidated/,MAHLIFE,20.59,,,,,,,7732.66,362.40
CELLO,/company/CELLO/consolidated/,CELLO,14.74,,,,,,,7713.41,342.00
TTKPRESTIG,/company/TTKPRESTIG/consolidated/,TTKPRESTIG,18.92,,,,,,,7707.78,562.75
GAEL,/company/GAEL/consolidated/,GAEL,11.31,,,,,,,7696.95,167.81
KMEW,/company/KMEW/consolidated/,KMEW,46.46,,,,,,,7694.01,3033.40
STARCEMENT,/company/STARCEMENT/consolidated/,STARCEMENT,8.80,,,,,,,7687.11,190.19
SKFINDIA,/company/SKFINDIA/,SKFINDIA,21.27,,,,,,,7678.70,1553.20
GALAXYSURF,/company/GALAXYSURF/consolidated/,GALAXYSURF,12.42,,,,,,,7675.95,2165.00
RHIM,/company/RHIM/consolidated/,RHIM,15.48,,,,,,,7668.43,371.35
UNIMECH,/company/UNIMECH/consolidated/,UNIMECH,55.67,,,,,,,7649.04,1502.70
KIRLFER,/company/KIRLFER/,KIRLFER,9.28,,,,,,,7584.69,459.60
SAFARI,/company/SAFARI/consolidated/,SAFARI,25.22,,,,,,,7547.54,1540.40
KAMAHOLD,/company/KAMAHOLD/consolidated/,KAMAHOLD,3.19,,,,,,,7535.51,2348.20
CORDELIA,/company/CORDELIA/consolidated/,CORDELIA,62.46,,,,,,,7521.79,103.90
NEWGEN,/company/NEWGEN/consolidated/,NEWGEN,14.49,,,,,,,7478.92,524.80
ETHOSLTD,/company/ETHOSLTD/consolidated/,ETHOSLTD,26.25,,,,,,,7472.89,2792.80
CERA,/company/CERA/,CERA,23.26,,,,,,,7464.45,5787.50
HNDFDS,/company/HNDFDS/consolidated/,HNDFDS,21.41,,,,,,,7452.11,615.05
GMRP&UI,/company/GMRP&UI/consolidated/,GMRP&UI,8.46,,,,,,,7443.10,95.30
SJS,/company/SJS/consolidated/,SJS,24.04,,,,,,,7437.06,2306.10
JYOTHYLAB,/company/JYOTHYLAB/,JYOTHYLAB,15.66,,,,,,,7400.84,201.54
NESCO,/company/NESCO/consolidated/,NESCO,12.77,,,,,,,7381.39,1047.60
INDIASHLTR,/company/INDIASHLTR/,INDIASHLTR,11.51,,,,,,,7378.14,677.10
TTML,/company/TTML/,TTML,43.36,,,,,,,7377.90,37.74
KSHINTL,/company/KSHINTL/,KSHINTL,30.20,,,,,,,7370.47,1087.80
JKPAPER,/company/JKPAPER/consolidated/,JKPAPER,9.41,,,,,,,7357.92,405.80
IXIGO,/company/IXIGO/consolidated/,IXIGO,54.17,,,,,,,7355.09,166.75
BORORENEW,/company/BORORENEW/,BORORENEW,13.79,,,,,,,7346.67,499.15
SAPPHIRE,/company/SAPPHIRE/consolidated/,SAPPHIRE,16.48,,,,,,,7341.35,228.43
RIIT,/company/RIIT/,RIIT,,,,,,,,7294.20,121.57
POWERMECH,/company/POWERMECH/consolidated/,POWERMECH,10.05,,,,,,,7291.03,2306.10
AXISCADES,/company/AXISCADES/consolidated/,AXISCADES,58.17,,,,,,,7280.03,1711.60
MBAPL,/company/MBAPL/,MBAPL,31.84,,,,,,,7278.29,166.12
SANOFI,/company/SANOFI/,SANOFI,13.81,,,,,,,7273.33,3158.20
RAIN,/company/RAIN/consolidated/,RAIN,5.56,,,,,,,7255.74,215.72
TIIL,/company/TIIL/consolidated/,TIIL,12.35,,,,,,,7243.05,3194.60
BENGALASM,/company/BENGALASM/consolidated/,BENGALASM,15.60,,,,,,,7221.52,6332.50
BLISSGVS,/company/BLISSGVS/consolidated/,BLISSGVS,28.31,,,,,,,7131.07,671.00
AEROFLEX,/company/AEROFLEX/consolidated/,AEROFLEX,59.07,,,,,,,7112.12,537.45
DCBBANK,/company/DCBBANK/,DCBBANK,13.61,,,,,,,7111.78,220.74
CITIUSINVT,/company/CITIUSINVT/consolidated/,CITIUSINVT,,,,,,,,7098.57,116.37
SFL,/company/SFL/consolidated/,SFL,16.27,,,,,,,7063.27,646.80
INOXGREEN,/company/INOXGREEN/consolidated/,INOXGREEN,33.09,,,,,,,7030.13,175.10
NEPHROPLUS,/company/NEPHROPLUS/consolidated/,NEPHROPLUS,26.08,,,,,,,7009.47,697.05
BALUFORGE,/company/BALUFORGE/consolidated/,BALUFORGE,20.26,,,,,,,6969.11,574.10
IMFA,/company/IMFA/consolidated/,IMFA,9.84,,,,,,,6951.45,1288.40
BECTORFOOD,/company/BECTORFOOD/,BECTORFOOD,25.63,,,,,,,6936.76,225.96
SHARDACROP,/company/SHARDACROP/consolidated/,SHARDACROP,5.81,,,,,,,6932.09,768.35
SYMBIOTEC,/company/SYMBIOTEC/consolidated/,SYMBIOTEC,30.25,,,,,,,6928.42,1078.25
RBA,/company/RBA/consolidated/,RBA,21.95,,,,,,,6917.84,97.15
TANLA,/company/TANLA/consolidated/,TANLA,7.37,,,,,,,6912.22,521.15
SUPRIYA,/company/SUPRIYA/,SUPRIYA,22.54,,,,,,,6863.98,852.85
EBGNG,/company/EBGNG/consolidated/,EBGNG,32.86,,,,,,,6854.94,601.25
TANFACIND,/company/506854/,506854,60.73,,,,,,,6853.87,3231.60
BIRLACORPN,/company/BIRLACORPN/consolidated/,BIRLACORPN,6.48,,,,,,,6833.48,887.35
CAMPUS,/company/CAMPUS/,CAMPUS,21.91,,,,,,,6823.99,223.24
GOKULAGRO,/company/GOKULAGRO/consolidated/,GOKULAGRO,8.65,,,,,,,6821.52,231.17
CYIENTDLM,/company/CYIENTDLM/consolidated/,CYIENTDLM,39.53,,,,,,,6802.76,856.95
TIMEX,/company/TIMEX/,TIMEX,52.32,,,,,,,6762.14,669.85
BAJAJCON,/company/BAJAJCON/consolidated/,BAJAJCON,23.13,,,,,,,6760.15,517.55
PAISALO,/company/PAISALO/consolidated/,PAISALO,14.64,,,,,,,6739.56,74.10
INNOVACAP,/company/INNOVACAP/consolidated/,INNOVACAP,26.28,,,,,,,6726.22,1175.40
EMIL,/company/EMIL/consolidated/,EMIL,14.97,,,,,,,6684.62,173.74
SKIPPER,/company/SKIPPER/,SKIPPER,12.68,,,,,,,6675.72,591.10
TCI,/company/TCI/consolidated/,TCI,10.44,,,,,,,6670.48,868.20
AJAXENGG,/company/AJAXENGG/,AJAXENGG,20.41,,,,,,,6663.89,582.45
REDTAPE,/company/REDTAPE/consolidated/,REDTAPE,14.95,,,,,,,6657.46,120.43
POWERICA,/company/POWERICA/consolidated/,POWERICA,14.08,,,,,,,6644.61,525.05
NDRINVIT,/company/NDRINVIT/consolidated/,NDRINVIT,21.29,,,,,,,6641.57,145.00
TFCILTD,/company/TFCILTD/,TFCILTD,25.97,,,,,,,6632.61,143.26
KOVAI,/company/KOVAI/,KOVAI,13.74,,,,,,,6632.38,6062.50
LEAPIND,/company/LEAPIND/consolidated/,LEAPIND,21.78,,,,,,,6619.50,150.26
SENORES,/company/SENORES/consolidated/,SENORES,28.84,,,,,,,6578.29,1428.40
SUPRAJIT,/company/SUPRAJIT/consolidated/,SUPRAJIT,14.23,,,,,,,6577.06,479.45
VMART,/company/VMART/,VMART,13.32,,,,,,,6558.60,824.20
DBL,/company/DBL/consolidated/,DBL,7.04,,,,,,,6514.04,401.00
OMNI,/company/OMNI/consolidated/,OMNI,30.20,,,,,,,6504.83,526.00
GSFC,/company/GSFC/consolidated/,GSFC,5.70,,,,,,,6490.40,162.88
SPARC,/company/SPARC/,SPARC,4.28,,,,,,,6473.23,199.47
ABFRL,/company/ABFRL/consolidated/,ABFRL,12.63,,,,,,,6465.04,52.97
SBCL,/company/SBCL/consolidated/,SBCL,40.03,,,,,,,6458.01,1121.10
DODLA,/company/DODLA/consolidated/,DODLA,17.98,,,,,,,6435.77,1066.80
JSLL,/company/JSLL/,JSLL,16.74,,,,,,,6417.65,516.30
JKLAKSHMI,/company/JKLAKSHMI/consolidated/,JKLAKSHMI,8.04,,,,,,,6402.13,515.70
JAIBALAJI,/company/JAIBALAJI/,JAIBALAJI,16.89,,,,,,,6361.40,69.73
RCF,/company/RCF/consolidated/,RCF,8.55,,,,,,,6340.02,114.92
GANESHHOU,/company/GANESHHOU/consolidated/,GANESHHOU,15.74,,,,,,,6328.66,758.95
MOREPENLAB,/company/MOREPENLAB/consolidated/,MOREPENLAB,30.92,,,,,,,6232.43,113.74
ACI,/company/ACI/consolidated/,ACI,26.30,,,,,,,6224.77,504.20
STYL,/company/STYL/,STYL,13.99,,,,,,,6205.25,383.50
CEIGALL,/company/CEIGALL/consolidated/,CEIGALL,10.63,,,,,,,6198.21,355.80
SUNFLAG,/company/SUNFLAG/consolidated/,SUNFLAG,13.04,,,,,,,6194.14,343.70
SMARTWORKS,/company/SMARTWORKS/consolidated/,SMARTWORKS,8.14,,,,,,,6193.74,541.50
GREENLAM,/company/GREENLAM/consolidated/,GREENLAM,19.56,,,,,,,6190.39,242.62
PRAJIND,/company/PRAJIND/consolidated/,PRAJIND,28.91,,,,,,,6167.85,335.55
LCL,/company/LCL/consolidated/,LCL,18.56,,,,,,,6143.55,581.50
SHREMINVIT,/company/SHREMINVIT/consolidated/,SHREMINVIT,9.78,,,,,,,6138.98,100.50
VIKRAMSOLR,/company/VIKRAMSOLR/consolidated/,VIKRAMSOLR,6.60,,,,,,,6103.86,168.45
SIS,/company/SIS/consolidated/,SIS,8.08,,,,,,,6090.66,430.95
TRIVENI,/company/TRIVENI/consolidated/,TRIVENI,14.19,,,,,,,6074.31,275.65
PICCADIL,/company/PICCADIL/consolidated/,PICCADIL,25.87,,,,,,,6069.58,615.75
KPIGREEN,/company/KPIGREEN/consolidated/,KPIGREEN,10.21,,,,,,,6068.53,307.00
FEDFINA,/company/FEDFINA/,FEDFINA,12.19,,,,,,,6060.11,161.56
MARINE,/company/MARINE/consolidated/,MARINE,49.42,,,,,,,6047.70,432.15
HCC,/company/HCC/consolidated/,HCC,10.24,,,,,,,6019.54,22.98
IONEXCHANG,/company/IONEXCHANG/consolidated/,IONEXCHANG,24.10,,,,,,,6001.60,409.20
FCL,/company/FCL/consolidated/,FCL,29.40,,,,,,,5998.34,51.51
KUSUMGAR,/company/KUSUMGAR/,KUSUMGAR,32.72,,,,,,,5997.11,571.20
IBULLSLTD,/company/IBULLSLTD/consolidated/,IBULLSLTD,11.92,,,,,,,5986.77,25.67
ARVINDFASN,/company/ARVINDFASN/consolidated/,ARVINDFASN,9.48,,,,,,,5968.46,446.50
MANINDS,/company/MANINDS/consolidated/,MANINDS,10.88,,,,,,,5914.88,788.55
JUSTDIAL,/company/JUSTDIAL/,JUSTDIAL,8.28,,,,,,,5892.62,692.85
SENCO,/company/SENCO/consolidated/,SENCO,7.50,,,,,,,5878.31,358.65
IOLCP,/company/IOLCP/,IOLCP,17.46,,,,,,,5869.08,199.95
NEOGEN,/company/NEOGEN/consolidated/,NEOGEN,44.37,,,,,,,5853.93,2137.90
SHAKTIPUMP,/company/SHAKTIPUMP/consolidated/,SHAKTIPUMP,14.35,,,,,,,5836.72,473.00
ISGEC,/company/ISGEC/consolidated/,ISGEC,8.47,,,,,,,5789.35,787.35
GOKEX,/company/GOKEX/consolidated/,GOKEX,15.24,,,,,,,5783.07,789.20
LUMAXIND,/company/LUMAXIND/consolidated/,LUMAXIND,13.67,,,,,,,5779.70,6181.50
JINDWORLD,/company/JINDWORLD/consolidated/,JINDWORLD,37.21,,,,,,,5765.96,57.51
TRANSRAILL,/company/TRANSRAILL/consolidated/,TRANSRAILL,6.47,,,,,,,5763.61,429.30
TVSSCS,/company/TVSSCS/consolidated/,TVSSCS,8.87,,,,,,,5754.00,130.41
STYLAMIND,/company/STYLAMIND/,STYLAMIND,23.43,,,,,,,5740.99,3387.40
KALPATARU,/company/KALPATARU/consolidated/,KALPATARU,61.04,,,,,,,5717.43,277.65
ORCHPHARMA,/company/ORCHPHARMA/consolidated/,ORCHPHARMA,85.38,,,,,,,5716.94,954.65
CSBBANK,/company/CSBBANK/,CSBBANK,13.88,,,,,,,5699.88,328.55
KRISHANA,/company/KRISHANA/,KRISHANA,18.72,,,,,,,5692.16,184.13
SSWL,/company/SSWL/,SSWL,11.57,,,,,,,5690.64,361.85
INDIGOPNTS,/company/INDIGOPNTS/,INDIGOPNTS,20.08,,,,,,,5660.14,1185.80
JSFB,/company/JSFB/,JSFB,13.82,,,,,,,5658.82,535.10
PRSMJOHNSN,/company/PRSMJOHNSN/consolidated/,PRSMJOHNSN,8.38,,,,,,,5593.34,111.12
NIRLON,/company/NIRLON/,NIRLON,11.98,,,,,,,5587.44,620.00
FDC,/company/FDC/consolidated/,FDC,11.69,,,,,,,5581.13,342.80
DBREALTY,/company/DBREALTY/consolidated/,DBREALTY,63.31,,,,,,,5563.47,102.57
CENTUM,/company/CENTUM/consolidated/,CENTUM,37.67,,,,,,,5561.29,3767.30
LATENTVIEW,/company/LATENTVIEW/consolidated/,LATENTVIEW,16.54,,,,,,,5530.07,267.25
ITDC,/company/ITDC/consolidated/,ITDC,43.03,,,,,,,5526.55,644.35
VADILALIND,/company/VADILALIND/consolidated/,VADILALIND,15.82,,,,,,,5503.95,7655.00
MASTEK,/company/MASTEK/consolidated/,MASTEK,7.79,,,,,,,5497.12,1772.90
FIEMIND,/company/FIEMIND/consolidated/,FIEMIND,12.27,,,,,,,5489.75,2085.80
KISSHT,/company/KISSHT/consolidated/,KISSHT,10.38,,,,,,,5482.94,309.30
CCAVENUE,/company/CCAVENUE/consolidated/,CCAVENUE,10.56,,,,,,,5476.79,15.70
PURVA,/company/PURVA/consolidated/,PURVA,10.26,,,,,,,5471.52,230.72
RPTECH,/company/RPTECH/consolidated/,RPTECH,11.38,,,,,,,5469.51,823.65
UNIVCABLES,/company/UNIVCABLES/consolidated/,UNIVCABLES,15.58,,,,,,,5469.03,1576.30
LGBBROSLTD,/company/LGBBROSLTD/consolidated/,LGBBROSLTD,9.59,,,,,,,5430.64,1702.80
SAATVIKGL,/company/SAATVIKGL/consolidated/,SAATVIKGL,14.04,,,,,,,5394.34,424.40
HAPPSTMNDS,/company/HAPPSTMNDS/consolidated/,HAPPSTMNDS,11.81,,,,,,,5390.53,354.00
GUJTHEM,/company/GUJTHEM/,GUJTHEM,65.06,,,,,,,5353.79,411.35
MASFIN,/company/MASFIN/consolidated/,MASFIN,9.94,,,,,,,5352.87,295.00
MAPMYINDIA,/company/MAPMYINDIA/consolidated/,MAPMYINDIA,22.98,,,,,,,5323.87,972.20
QUESS,/company/QUESS/consolidated/,QUESS,14.31,,,,,,,5299.47,354.75
GUJALKALI,/company/GUJALKALI/consolidated/,GUJALKALI,9.11,,,,,,,5299.43,721.60
GULFOILLUB,/company/GULFOILLUB/,GULFOILLUB,7.12,,,,,,,5291.54,1067.80
IFBIND,/company/IFBIND/,IFBIND,15.16,,,,,,,5290.70,1305.70
ARTEMISMED,/company/ARTEMISMED/,ARTEMISMED,23.34,,,,,,,5268.43,332.80
ASHAPURMIN,/company/ASHAPURMIN/consolidated/,ASHAPURMIN,9.10,,,,,,,5263.49,551.00
EPIGRAL,/company/EPIGRAL/,EPIGRAL,9.82,,,,,,,5261.95,1219.70
THOMASCOOK,/company/THOMASCOOK/consolidated/,THOMASCOOK,8.22,,,,,,,5251.80,111.65
NXT-INFRA,/company/NXT-INFRA/consolidated/,NXT-INFRA,20.44,,,,,,,5245.28,97.00
CARERATING,/company/CARERATING/consolidated/,CARERATING,19.72,,,,,,,5235.18,1738.20
RAMRAT,/company/RAMRAT/consolidated/,RAMRAT,18.31,,,,,,,5233.62,560.65
BAJAJHIND,/company/BAJAJHIND/consolidated/,BAJAJHIND,39.12,,,,,,,5226.00,21.86
VRLLOG,/company/VRLLOG/,VRLLOG,8.96,,,,,,,5207.87,297.70
GOLDIAM,/company/GOLDIAM/consolidated/,GOLDIAM,16.27,,,,,,,5198.74,345.30
ELECTCAST,/company/ELECTCAST/consolidated/,ELECTCAST,12.44,,,,,,,5174.82,83.71
MSTCLTD,/company/MSTCLTD/consolidated/,MSTCLTD,12.28,,,,,,,5168.77,734.20
GMMPFAUDLR,/company/GMMPFAUDLR/consolidated/,GMMPFAUDLR,12.51,,,,,,,5160.64,1147.90
MOIL,/company/MOIL/,MOIL,7.87,,,,,,,5133.93,252.30
OPTIEMUS,/company/OPTIEMUS/consolidated/,OPTIEMUS,36.61,,,,,,,5133.18,569.30
RENUKA,/company/RENUKA/consolidated/,RENUKA,73.37,,,,,,,5116.89,24.04
IRBINVIT,/company/IRBINVIT/consolidated/,IRBINVIT,9.81,,,,,,,5104.78,64.54
SOTL,/company/SOTL/,SOTL,8.04,,,,,,,5078.61,740.75
PDSL,/company/PDSL/consolidated/,PDSL,10.60,,,,,,,5071.36,358.50
SHARDAMOTR,/company/SHARDAMOTR/consolidated/,SHARDAMOTR,9.70,,,,,,,5063.07,881.95
MANINFRA,/company/MANINFRA/consolidated/,MANINFRA,14.81,,,,,,,5037.76,124.80
DEEPINDS,/company/DEEPINDS/consolidated/,DEEPINDS,11.23,,,,,,,5033.28,786.45
WAKEFIT,/company/WAKEFIT/,WAKEFIT,20.49,,,,,,,5026.08,151.55
CRAMC,/company/CRAMC/,CRAMC,16.53,,,,,,,5015.35,251.50
Kanohar Elect.,/company/531214/,531214,26.19,,,,,,,5004.61,
CMRGREEN,/company/CMRGREEN/consolidated/,CMRGREEN,13.70,,,,,,,5001.91,228.34
YASHO,/company/YASHO/,YASHO,30.85,,,,,,,4984.52,4134.10
DEEDEV,/company/DEEDEV/consolidated/,DEEDEV,25.62,,,,,,,4952.64,658.25
BOSCH-HCIL,/company/BOSCH-HCIL/,BOSCH-HCIL,54.07,,,,,,,4945.32,1818.80
RAYMOND,/company/RAYMOND/consolidated/,RAYMOND,16.81,,,,,,,4932.11,740.85
BANSALWIRE,/company/BANSALWIRE/consolidated/,BANSALWIRE,17.92,,,,,,,4931.51,315.00
REMAGNET,/company/526570/consolidated/,526570,-1111.69,,,,,,,4920.61,3793.20
NORTHARC,/company/NORTHARC/consolidated/,NORTHARC,10.80,,,,,,,4884.67,302.15
INFRATRUST,/company/542543/consolidated/,542543,7.01,,,,,,,4884.38,73.56
UFLEX,/company/UFLEX/consolidated/,UFLEX,5.77,,,,,,,4878.61,675.60
JAMNAAUTO,/company/JAMNAAUTO/consolidated/,JAMNAAUTO,11.40,,,,,,,4827.42,120.69
JUNIPER,/company/JUNIPER/consolidated/,JUNIPER,13.45,,,,,,,4824.30,216.82
KDDL,/company/KDDL/consolidated/,KDDL,11.73,,,,,,,4810.25,3911.00
PILANIINVS,/company/PILANIINVS/consolidated/,PILANIINVS,32.40,,,,,,,4787.42,4323.80
LXCHEM,/company/LXCHEM/consolidated/,LXCHEM,19.62,,,,,,,4781.24,172.04
SHANTIGEAR,/company/SHANTIGEAR/,SHANTIGEAR,43.23,,,,,,,4769.81,621.75
BANARISUG,/company/BANARISUG/,BANARISUG,23.70,,,,,,,4769.22,3803.30
AGI,/company/AGI/,AGI,7.03,,,,,,,4756.87,735.25
VISHNU,/company/VISHNU/consolidated/,VISHNU,17.58,,,,,,,4725.53,702.00
RUSTOMJEE,/company/RUSTOMJEE/consolidated/,RUSTOMJEE,18.58,,,,,,,4721.15,373.95
FOSECOIND,/company/FOSECOIND/consolidated/,FOSECOIND,23.68,,,,,,,4720.59,6263.00
TEXRAIL,/company/TEXRAIL/consolidated/,TEXRAIL,12.10,,,,,,,4719.22,115.99
GOODLUCK,/company/GOODLUCK/consolidated/,GOODLUCK,12.51,,,,,,,4715.55,472.90
AFCOM,/company/544224/,544224,19.41,,,,,,,4714.80,1630.65
ICRA,/company/ICRA/consolidated/,ICRA,15.19,,,,,,,4714.14,4884.50
SURYAROSNI,/company/SURYAROSNI/consolidated/,SURYAROSNI,7.49,,,,,,,4711.60,216.49
PNCINFRA,/company/PNCINFRA/consolidated/,PNCINFRA,5.17,,,,,,,4697.49,183.11
VMARCIND,/company/VMARCIND/,VMARCIND,23.82,,,,,,,4690.24,320.10
ELLEN,/company/ELLEN/,ELLEN,26.11,,,,,,,4676.95,331.85
TEMPSENS,/company/TEMPSENS/consolidated/,TEMPSENS,41.39,,,,,,,4651.04,554.80
SHILCTECH,/company/SHILCTECH/,SHILCTECH,24.37,,,,,,,4650.78,4065.30
SUBROS,/company/SUBROS/consolidated/,SUBROS,12.89,,,,,,,4629.13,709.60
PTC,/company/PTC/consolidated/,PTC,2.31,,,,,,,4626.31,156.29
PERNIASPOP,/company/PERNIASPOP/consolidated/,PERNIASPOP,176.71,,,,,,,4603.51,
AYE,/company/AYE/,AYE,9.91,,,,,,,4560.85,184.81
SEAMECLTD,/company/SEAMECLTD/consolidated/,SEAMECLTD,9.96,,,,,,,4560.23,1793.60
GREAVESCOT,/company/GREAVESCOT/consolidated/,GREAVESCOT,15.59,,,,,,,4555.60,195.56
MPSLTD,/company/MPSLTD/consolidated/,MPSLTD,16.34,,,,,,,4548.27,2658.90
